"item","category","company","number_per_case","metric","month","day","amount"
"Bacardi","rum","Southern",12,"oh","9","6",12
"Bacardi","rum","Southern",12,"thru","9","6",36
"Bacardi","rum","Southern",12,"order","9","12",0
"Bacardi","rum","Southern",12,"oh","9","12",60
"Bacardi","rum","Southern",12,"thru","9","12",NA
"Bacardi","rum","Southern",12,"order","9","26",0
"Bacardi","rum","Southern",12,"oh","9","26",28
"Bacardi","rum","Southern",12,"thru","9","26",32
"Bacardi Limon","rum","Southern",12,"oh","leftover","2022",12
"Bacardi Limon","rum","Southern",12,"opening","order","2023",3
"Bacardi Limon","rum","Southern",12,"oh","4","30",2
"Bacardi Limon","rum","Southern",12,"thru","4","30",13
"Bacardi Limon","rum","Southern",12,"order","5","7",NA
"Bacardi Limon","rum","Southern",12,"oh","5","7",0
"Bacardi Limon","rum","Southern",12,"thru","5","7",2
"Bacardi Limon","rum","Southern",12,"order","5","14",85
"Bacardi Limon","rum","Southern",12,"oh","5","14",41
"Bacardi Limon","rum","Southern",12,"thru","5","14",44
"Bacardi Limon","rum","Southern",12,"order","5","21",52
"Bacardi Limon","rum","Southern",12,"oh","5","21",56
"Bacardi Limon","rum","Southern",12,"thru","5","21",37
"Bacardi Limon","rum","Southern",12,"order","5","28",0
"Bacardi Limon","rum","Southern",12,"oh","5","28",55
"Bacardi Limon","rum","Southern",12,"thru","5","28",1
"Bacardi Limon","rum","Southern",12,"order","6","4",NA
"Bacardi Limon","rum","Southern",12,"oh","6","4",8
"Bacardi Limon","rum","Southern",12,"thru","6","4",47
"Bacardi Limon","rum","Southern",12,"order","6","11",83
"Bacardi Limon","rum","Southern",12,"oh","6","11",53
"Bacardi Limon","rum","Southern",12,"thru","6","11",38
"Bacardi Limon","rum","Southern",12,"order","6","18",NA
"Bacardi Limon","rum","Southern",12,"oh","6","18",32
"Bacardi Limon","rum","Southern",12,"thru","6","18",21
"Bacardi Limon","rum","Southern",12,"order","6","25",52
"Bacardi Limon","rum","Southern",12,"oh","6","25",49
"Bacardi Limon","rum","Southern",12,"thru","6","25",35
"Bacardi Limon","rum","Southern",12,"order","7","9",86
"Bacardi Limon","rum","Southern",12,"oh","7","9",50
"Bacardi Limon","rum","Southern",12,"thru","7","9",85
"Bacardi Limon","rum","Southern",12,"order","7","16",NA
"Bacardi Limon","rum","Southern",12,"oh","7","16",41
"Bacardi Limon","rum","Southern",12,"thru","7","16",9
"Bacardi Limon","rum","Southern",12,"order","7","23",NA
"Bacardi Limon","rum","Southern",12,"oh","7","23",14
"Bacardi Limon","rum","Southern",12,"thru","7","23",27
"Bacardi Limon","rum","Southern",12,"order","7","30",NA
"Bacardi Limon","rum","Southern",12,"oh","7","30",37
"Bacardi Limon","rum","Southern",12,"thru","7","30",NA
"Bacardi Limon","rum","Southern",12,"order","8","6",NA
"Bacardi Limon","rum","Southern",12,"oh","8","6",17
"Bacardi Limon","rum","Southern",12,"thru","8","6",20
"Bacardi Limon","rum","Southern",12,"order","8","13",NA
"Bacardi Limon","rum","Southern",12,"oh","8","13",1
"Bacardi Limon","rum","Southern",12,"thru","8","13",16
"Bacardi Limon","rum","Southern",12,"order","8","20",52
"Bacardi Limon","rum","Southern",12,"oh","8","20",19
"Bacardi Limon","rum","Southern",12,"thru","8","20",34
"Bacardi Limon","rum","Southern",12,"order","8","29",0
"Bacardi Limon","rum","Southern",12,"oh","8","29",57
"Bacardi Limon","rum","Southern",12,"thru","8","29",NA
"Bacardi Limon","rum","Southern",12,"order","9","6",NA
"Bacardi Limon","rum","Southern",12,"oh","9","6",23
"Bacardi Limon","rum","Southern",12,"thru","9","6",34
"Bacardi Limon","rum","Southern",12,"order","9","12",0
"Bacardi Limon","rum","Southern",12,"oh","9","12",32
"Bacardi Limon","rum","Southern",12,"thru","9","12",NA
"Bacardi Limon","rum","Southern",12,"order","9","26",0
"Bacardi Limon","rum","Southern",12,"oh","9","26",11
"Bacardi Limon","rum","Southern",12,"thru","9","26",21
"Beefeater","gin","Southern",12,"oh","leftover","2022",4
"Beefeater","gin","Southern",12,"opening","order","2023",10
"Beefeater","gin","Southern",12,"oh","4","30",11
"Beefeater","gin","Southern",12,"thru","4","30",3
"Beefeater","gin","Southern",12,"order","5","7",NA
"Beefeater","gin","Southern",12,"oh","5","7",10
"Beefeater","gin","Southern",12,"thru","5","7",1
"Beefeater","gin","Southern",12,"order","5","14",NA
"Beefeater","gin","Southern",12,"oh","5","14",7
"Beefeater","gin","Southern",12,"thru","5","14",3
"Beefeater","gin","Southern",12,"order","5","21",2
"Beefeater","gin","Southern",12,"oh","5","21",8
"Beefeater","gin","Southern",12,"thru","5","21",1
"Beefeater","gin","Southern",12,"order","5","28",4
"Beefeater","gin","Southern",12,"oh","5","28",11
"Beefeater","gin","Southern",12,"thru","5","28",1
"Beefeater","gin","Southern",12,"order","6","4",NA
"Beefeater","gin","Southern",12,"oh","6","4",9
"Beefeater","gin","Southern",12,"thru","6","4",2
"Beefeater","gin","Southern",12,"order","6","11",4
"Beefeater","gin","Southern",12,"oh","6","11",10
"Beefeater","gin","Southern",12,"thru","6","11",3
"Beefeater","gin","Southern",12,"order","6","18",NA
"Beefeater","gin","Southern",12,"oh","6","18",9
"Beefeater","gin","Southern",12,"thru","6","18",1
"Beefeater","gin","Southern",12,"order","6","25",1
"Beefeater","gin","Southern",12,"oh","6","25",7
"Beefeater","gin","Southern",12,"thru","6","25",3
"Beefeater","gin","Southern",12,"order","7","9",4
"Beefeater","gin","Southern",12,"oh","7","9",7
"Beefeater","gin","Southern",12,"thru","7","9",4
"Beefeater","gin","Southern",12,"order","7","16",NA
"Beefeater","gin","Southern",12,"oh","7","16",5
"Beefeater","gin","Southern",12,"thru","7","16",2
"Beefeater","gin","Southern",12,"order","7","23",NA
"Beefeater","gin","Southern",12,"oh","7","23",6
"Beefeater","gin","Southern",12,"thru","7","23",NA
"Beefeater","gin","Southern",12,"order","7","30",NA
"Beefeater","gin","Southern",12,"oh","7","30",5
"Beefeater","gin","Southern",12,"thru","7","30",1
"Beefeater","gin","Southern",12,"order","8","6",NA
"Beefeater","gin","Southern",12,"oh","8","6",4
"Beefeater","gin","Southern",12,"thru","8","6",1
"Beefeater","gin","Southern",12,"order","8","13",NA
"Beefeater","gin","Southern",12,"oh","8","13",2
"Beefeater","gin","Southern",12,"thru","8","13",2
"Beefeater","gin","Southern",12,"order","8","20",NA
"Beefeater","gin","Southern",12,"oh","8","20",4
"Beefeater","gin","Southern",12,"thru","8","20",NA
"Beefeater","gin","Southern",12,"order","8","29",0
"Beefeater","gin","Southern",12,"oh","8","29",3
"Beefeater","gin","Southern",12,"thru","8","29",1
"Beefeater","gin","Southern",12,"order","9","6",7
"Beefeater","gin","Southern",12,"oh","9","6",4
"Beefeater","gin","Southern",12,"thru","9","6",6
"Beefeater","gin","Southern",12,"order","9","12",0
"Beefeater","gin","Southern",12,"oh","9","12",6
"Beefeater","gin","Southern",12,"thru","9","12",NA
"Beefeater","gin","Southern",12,"order","9","26",0
"Beefeater","gin","Southern",12,"oh","9","26",7
"Beefeater","gin","Southern",12,"thru","9","26",NA
"Bicardi Lime","rum","Southern",12,"oh","leftover","2022",2
"Bicardi Lime","rum","Southern",12,"opening","order","2023",1
"Bicardi Lime","rum","Southern",12,"oh","4","30",2
"Bicardi Lime","rum","Southern",12,"thru","4","30",1
"Bicardi Lime","rum","Southern",12,"order","5","7",NA
"Bicardi Lime","rum","Southern",12,"oh","5","7",2
"Bicardi Lime","rum","Southern",12,"thru","5","7",0
"Bicardi Lime","rum","Southern",12,"order","5","14",1
"Bicardi Lime","rum","Southern",12,"oh","5","14",NA
"Bicardi Lime","rum","Southern",12,"thru","5","14",3
"Bicardi Lime","rum","Southern",12,"order","5","21",NA
"Bicardi Lime","rum","Southern",12,"oh","5","21",NA
"Bicardi Lime","rum","Southern",12,"thru","5","21",0
"Bicardi Lime","rum","Southern",12,"order","5","28",NA
"Bicardi Lime","rum","Southern",12,"oh","5","28",NA
"Bicardi Lime","rum","Southern",12,"thru","5","28",0
"Bicardi Lime","rum","Southern",12,"order","6","4",NA
"Bicardi Lime","rum","Southern",12,"oh","6","4",NA
"Bicardi Lime","rum","Southern",12,"thru","6","4",NA
"Bicardi Lime","rum","Southern",12,"order","6","11",NA
"Bicardi Lime","rum","Southern",12,"oh","6","11",NA
"Bicardi Lime","rum","Southern",12,"thru","6","11",0
"Bicardi Lime","rum","Southern",12,"order","6","18",NA
"Bicardi Lime","rum","Southern",12,"oh","6","18",NA
"Bicardi Lime","rum","Southern",12,"thru","6","18",0
"Bicardi Lime","rum","Southern",12,"order","6","25",NA
"Bicardi Lime","rum","Southern",12,"oh","6","25",NA
"Bicardi Lime","rum","Southern",12,"thru","6","25",0
"Bicardi Lime","rum","Southern",12,"order","7","9",NA
"Bicardi Lime","rum","Southern",12,"oh","7","9",NA
"Bicardi Lime","rum","Southern",12,"thru","7","9",0
"Bicardi Lime","rum","Southern",12,"order","7","16",NA
"Bicardi Lime","rum","Southern",12,"oh","7","16",NA
"Bicardi Lime","rum","Southern",12,"thru","7","16",0
"Bicardi Lime","rum","Southern",12,"order","7","23",NA
"Bicardi Lime","rum","Southern",12,"oh","7","23",NA
"Bicardi Lime","rum","Southern",12,"thru","7","23",0
"Bicardi Lime","rum","Southern",12,"order","7","30",NA
"Bicardi Lime","rum","Southern",12,"oh","7","30",NA
"Bicardi Lime","rum","Southern",12,"thru","7","30",0
"Bicardi Lime","rum","Southern",12,"order","8","6",NA
"Bicardi Lime","rum","Southern",12,"oh","8","6",NA
"Bicardi Lime","rum","Southern",12,"thru","8","6",0
"Bicardi Lime","rum","Southern",12,"order","8","13",NA
"Bicardi Lime","rum","Southern",12,"oh","8","13",NA
"Bicardi Lime","rum","Southern",12,"thru","8","13",0
"Bicardi Lime","rum","Southern",12,"order","8","20",NA
"Bicardi Lime","rum","Southern",12,"oh","8","20",NA
"Bicardi Lime","rum","Southern",12,"thru","8","20",0
"Bicardi Lime","rum","Southern",12,"order","8","29",0
"Bicardi Lime","rum","Southern",12,"oh","8","29",NA
"Bicardi Lime","rum","Southern",12,"thru","8","29",0
"Bicardi Lime","rum","Southern",12,"order","9","6",NA
"Bicardi Lime","rum","Southern",12,"oh","9","6",NA
"Bicardi Lime","rum","Southern",12,"thru","9","6",0
"Bicardi Lime","rum","Southern",12,"order","9","12",0
"Bicardi Lime","rum","Southern",12,"oh","9","12",NA
"Bicardi Lime","rum","Southern",12,"thru","9","12",0
"Bicardi Lime","rum","Southern",12,"order","9","26",0
"Bicardi Lime","rum","Southern",12,"oh","9","26",NA
"Bicardi Lime","rum","Southern",12,"thru","9","26",0
"Blackberry Liqueur","liqueur","Union",12,"oh","leftover","2022",22
"Blackberry Liqueur","liqueur","Union",12,"opening","order","2023",3
"Blackberry Liqueur","liqueur","Union",12,"oh","4","30",25
"Blackberry Liqueur","liqueur","Union",12,"thru","4","30",0
"Blackberry Liqueur","liqueur","Union",12,"order","5","7",NA
"Blackberry Liqueur","liqueur","Union",12,"oh","5","7",20
"Blackberry Liqueur","liqueur","Union",12,"thru","5","7",5
"Blackberry Liqueur","liqueur","Union",12,"order","5","14",NA
"Blackberry Liqueur","liqueur","Union",12,"oh","5","14",22
"Blackberry Liqueur","liqueur","Union",12,"thru","5","14",NA
"Blackberry Liqueur","liqueur","Union",12,"order","5","21",NA
"Blackberry Liqueur","liqueur","Union",12,"oh","5","21",20
"Blackberry Liqueur","liqueur","Union",12,"thru","5","21",2
"Blackberry Liqueur","liqueur","Union",12,"order","5","28",1
"Blackberry Liqueur","liqueur","Union",12,"oh","5","28",22
"Blackberry Liqueur","liqueur","Union",12,"thru","5","28",NA
"Blackberry Liqueur","liqueur","Union",12,"order","6","4",NA
"Blackberry Liqueur","liqueur","Union",12,"oh","6","4",23
"Blackberry Liqueur","liqueur","Union",12,"thru","6","4",NA
"Blackberry Liqueur","liqueur","Union",12,"order","6","11",4
"Blackberry Liqueur","liqueur","Union",12,"oh","6","11",21
"Blackberry Liqueur","liqueur","Union",12,"thru","6","11",6
"Blackberry Liqueur","liqueur","Union",12,"order","6","18",2
"Blackberry Liqueur","liqueur","Union",12,"oh","6","18",18
"Blackberry Liqueur","liqueur","Union",12,"thru","6","18",5
"Blackberry Liqueur","liqueur","Union",12,"order","6","25",2
"Blackberry Liqueur","liqueur","Union",12,"oh","6","25",20
"Blackberry Liqueur","liqueur","Union",12,"thru","6","25",0
"Blackberry Liqueur","liqueur","Union",12,"order","7","9",NA
"Blackberry Liqueur","liqueur","Union",12,"oh","7","9",18
"Blackberry Liqueur","liqueur","Union",12,"thru","7","9",2
"Blackberry Liqueur","liqueur","Union",12,"order","7","16",NA
"Blackberry Liqueur","liqueur","Union",12,"oh","7","16",22
"Blackberry Liqueur","liqueur","Union",12,"thru","7","16",NA
"Blackberry Liqueur","liqueur","Union",12,"order","7","23",NA
"Blackberry Liqueur","liqueur","Union",12,"oh","7","23",21
"Blackberry Liqueur","liqueur","Union",12,"thru","7","23",1
"Blackberry Liqueur","liqueur","Union",12,"order","7","30",3
"Blackberry Liqueur","liqueur","Union",12,"oh","7","30",21
"Blackberry Liqueur","liqueur","Union",12,"thru","7","30",3
"Blackberry Liqueur","liqueur","Union",12,"order","8","6",NA
"Blackberry Liqueur","liqueur","Union",12,"oh","8","6",21
"Blackberry Liqueur","liqueur","Union",12,"thru","8","6",0
"Blackberry Liqueur","liqueur","Union",12,"order","8","13",NA
"Blackberry Liqueur","liqueur","Union",12,"oh","8","13",21
"Blackberry Liqueur","liqueur","Union",12,"thru","8","13",0
"Blackberry Liqueur","liqueur","Union",12,"order","8","20",3
"Blackberry Liqueur","liqueur","Union",12,"oh","8","20",21
"Blackberry Liqueur","liqueur","Union",12,"thru","8","20",3
"Blackberry Liqueur","liqueur","Union",12,"order","8","29",0
"Blackberry Liqueur","liqueur","Union",12,"oh","8","29",21
"Blackberry Liqueur","liqueur","Union",12,"thru","8","29",0
"Blackberry Liqueur","liqueur","Union",12,"order","9","6",NA
"Blackberry Liqueur","liqueur","Union",12,"oh","9","6",22
"Blackberry Liqueur","liqueur","Union",12,"thru","9","6",NA
"Blackberry Liqueur","liqueur","Union",12,"order","9","12",0
"Blackberry Liqueur","liqueur","Union",12,"oh","9","12",20
"Blackberry Liqueur","liqueur","Union",12,"thru","9","12",2
"Blackberry Liqueur","liqueur","Union",12,"order","9","26",0
"Blackberry Liqueur","liqueur","Union",12,"oh","9","26",20
"Blackberry Liqueur","liqueur","Union",12,"thru","9","26",0
"Blue Curacao","liqueur","Union",12,"oh","leftover","2022",10
"Blue Curacao","liqueur","Union",12,"opening","order","2023",2
"Blue Curacao","liqueur","Union",12,"oh","4","30",3
"Blue Curacao","liqueur","Union",12,"thru","4","30",9
"Blue Curacao","liqueur","Union",12,"order","5","7",NA
"Blue Curacao","liqueur","Union",12,"oh","5","7",2
"Blue Curacao","liqueur","Union",12,"thru","5","7",1
"Blue Curacao","liqueur","Union",12,"order","5","14",33
"Blue Curacao","liqueur","Union",12,"oh","5","14",31
"Blue Curacao","liqueur","Union",12,"thru","5","14",4
"Blue Curacao","liqueur","Union",12,"order","5","21",0
"Blue Curacao","liqueur","Union",12,"oh","5","21",35
"Blue Curacao","liqueur","Union",12,"thru","5","21",NA
"Blue Curacao","liqueur","Union",12,"order","5","28",0
"Blue Curacao","liqueur","Union",12,"oh","5","28",32
"Blue Curacao","liqueur","Union",12,"thru","5","28",3
"Blue Curacao","liqueur","Union",12,"order","6","4",NA
"Blue Curacao","liqueur","Union",12,"oh","6","4",27
"Blue Curacao","liqueur","Union",12,"thru","6","4",5
"Blue Curacao","liqueur","Union",12,"order","6","11",4
"Blue Curacao","liqueur","Union",12,"oh","6","11",22
"Blue Curacao","liqueur","Union",12,"thru","6","11",9
"Blue Curacao","liqueur","Union",12,"order","6","18",1
"Blue Curacao","liqueur","Union",12,"oh","6","18",24
"Blue Curacao","liqueur","Union",12,"thru","6","18",NA
"Blue Curacao","liqueur","Union",12,"order","6","25",3
"Blue Curacao","liqueur","Union",12,"oh","6","25",25
"Blue Curacao","liqueur","Union",12,"thru","6","25",2
"Blue Curacao","liqueur","Union",12,"order","7","9",2
"Blue Curacao","liqueur","Union",12,"oh","7","9",16
"Blue Curacao","liqueur","Union",12,"thru","7","9",11
"Blue Curacao","liqueur","Union",12,"order","7","16",NA
"Blue Curacao","liqueur","Union",12,"oh","7","16",16
"Blue Curacao","liqueur","Union",12,"thru","7","16",0
"Blue Curacao","liqueur","Union",12,"order","7","23",NA
"Blue Curacao","liqueur","Union",12,"oh","7","23",18
"Blue Curacao","liqueur","Union",12,"thru","7","23",NA
"Blue Curacao","liqueur","Union",12,"order","7","30",1
"Blue Curacao","liqueur","Union",12,"oh","7","30",19
"Blue Curacao","liqueur","Union",12,"thru","7","30",0
"Blue Curacao","liqueur","Union",12,"order","8","6",NA
"Blue Curacao","liqueur","Union",12,"oh","8","6",19
"Blue Curacao","liqueur","Union",12,"thru","8","6",0
"Blue Curacao","liqueur","Union",12,"order","8","13",NA
"Blue Curacao","liqueur","Union",12,"oh","8","13",17
"Blue Curacao","liqueur","Union",12,"thru","8","13",2
"Blue Curacao","liqueur","Union",12,"order","8","20",0
"Blue Curacao","liqueur","Union",12,"oh","8","20",18
"Blue Curacao","liqueur","Union",12,"thru","8","20",NA
"Blue Curacao","liqueur","Union",12,"order","8","29",0
"Blue Curacao","liqueur","Union",12,"oh","8","29",13
"Blue Curacao","liqueur","Union",12,"thru","8","29",5
"Blue Curacao","liqueur","Union",12,"order","9","6",NA
"Blue Curacao","liqueur","Union",12,"oh","9","6",12
"Blue Curacao","liqueur","Union",12,"thru","9","6",1
"Blue Curacao","liqueur","Union",12,"order","9","12",0
"Blue Curacao","liqueur","Union",12,"oh","9","12",11
"Blue Curacao","liqueur","Union",12,"thru","9","12",1
"Blue Curacao","liqueur","Union",12,"order","9","26",0
"Blue Curacao","liqueur","Union",12,"oh","9","26",10
"Blue Curacao","liqueur","Union",12,"thru","9","26",1
"Blue Point Summer","beer","Clare Rose",NA,"oh","leftover","2022",0
"Blue Point Summer","beer","Clare Rose",NA,"opening","order","2023",17
"Blue Point Summer","beer","Clare Rose",NA,"oh","4","30",13
"Blue Point Summer","beer","Clare Rose",NA,"thru","4","30",4
"Blue Point Summer","beer","Clare Rose",NA,"order","5","7",17
"Blue Point Summer","beer","Clare Rose",NA,"oh","5","7",4
"Blue Point Summer","beer","Clare Rose",NA,"thru","5","7",26
"Blue Point Summer","beer","Clare Rose",NA,"order","5","14",36
"Blue Point Summer","beer","Clare Rose",NA,"oh","5","14",40
"Blue Point Summer","beer","Clare Rose",NA,"thru","5","14",0
"Blue Point Summer","beer","Clare Rose",NA,"order","5","21",41
"Blue Point Summer","beer","Clare Rose",NA,"oh","5","21",57
"Blue Point Summer","beer","Clare Rose",NA,"thru","5","21",24
"Blue Point Summer","beer","Clare Rose",NA,"order","5","28",2
"Blue Point Summer","beer","Clare Rose",NA,"oh","5","28",55
"Blue Point Summer","beer","Clare Rose",NA,"thru","5","28",4
"Blue Point Summer","beer","Clare Rose",NA,"order","6","4",NA
"Blue Point Summer","beer","Clare Rose",NA,"oh","6","4",48
"Blue Point Summer","beer","Clare Rose",NA,"thru","6","4",7
"Blue Point Summer","beer","Clare Rose",NA,"order","6","11",1
"Blue Point Summer","beer","Clare Rose",NA,"oh","6","11",1
"Blue Point Summer","beer","Clare Rose",NA,"thru","6","11",48
"Blue Point Summer","beer","Clare Rose",NA,"order","6","18",38
"Blue Point Summer","beer","Clare Rose",NA,"oh","6","18",19
"Blue Point Summer","beer","Clare Rose",NA,"thru","6","18",20
"Blue Point Summer","beer","Clare Rose",NA,"order","6","25",37
"Blue Point Summer","beer","Clare Rose",NA,"oh","6","25",35
"Blue Point Summer","beer","Clare Rose",NA,"thru","6","25",21
"Blue Point Summer","beer","Clare Rose",NA,"order","7","9",36
"Blue Point Summer","beer","Clare Rose",NA,"oh","7","9",51
"Blue Point Summer","beer","Clare Rose",NA,"thru","7","9",20
"Blue Point Summer","beer","Clare Rose",NA,"order","7","16",NA
"Blue Point Summer","beer","Clare Rose",NA,"oh","7","16",39
"Blue Point Summer","beer","Clare Rose",NA,"thru","7","16",12
"Blue Point Summer","beer","Clare Rose",NA,"order","7","23",NA
"Blue Point Summer","beer","Clare Rose",NA,"oh","7","23",16
"Blue Point Summer","beer","Clare Rose",NA,"thru","7","23",23
"Blue Point Summer","beer","Clare Rose",NA,"order","7","30",NA
"Blue Point Summer","beer","Clare Rose",NA,"oh","7","30",51
"Blue Point Summer","beer","Clare Rose",NA,"thru","7","30",NA
"Blue Point Summer","beer","Clare Rose",NA,"order","8","6",2
"Blue Point Summer","beer","Clare Rose",NA,"oh","8","6",21
"Blue Point Summer","beer","Clare Rose",NA,"thru","8","6",32
"Blue Point Summer","beer","Clare Rose",NA,"order","8","13",NA
"Blue Point Summer","beer","Clare Rose",NA,"oh","8","13",1
"Blue Point Summer","beer","Clare Rose",NA,"thru","8","13",20
"Blue Point Summer","beer","Clare Rose",NA,"order","8","20",NA
"Blue Point Summer","beer","Clare Rose",NA,"oh","8","20",1
"Blue Point Summer","beer","Clare Rose",NA,"thru","8","20",0
"Blue Point Summer","beer","Clare Rose",NA,"order","8","29",0
"Blue Point Summer","beer","Clare Rose",NA,"oh","8","29",2
"Blue Point Summer","beer","Clare Rose",NA,"thru","8","29",NA
"Blue Point Summer","beer","Clare Rose",NA,"order","9","6",NA
"Blue Point Summer","beer","Clare Rose",NA,"oh","9","6",3
"Blue Point Summer","beer","Clare Rose",NA,"thru","9","6",NA
"Blue Point Summer","beer","Clare Rose",NA,"order","9","12",0
"Blue Point Summer","beer","Clare Rose",NA,"oh","9","12",2
"Blue Point Summer","beer","Clare Rose",NA,"thru","9","12",1
"Blue Point Summer","beer","Clare Rose",NA,"order","9","26",0
"Blue Point Summer","beer","Clare Rose",NA,"oh","9","26",0
"Blue Point Summer","beer","Clare Rose",NA,"thru","9","26",2
"Blue Point Toasted ","beer","Clare Rose",NA,"oh","leftover","2022",3
"Blue Point Toasted ","beer","Clare Rose",NA,"opening","order","2023",15
"Blue Point Toasted ","beer","Clare Rose",NA,"oh","4","30",15
"Blue Point Toasted ","beer","Clare Rose",NA,"thru","4","30",3
"Blue Point Toasted ","beer","Clare Rose",NA,"order","5","7",NA
"Blue Point Toasted ","beer","Clare Rose",NA,"oh","5","7",13
"Blue Point Toasted ","beer","Clare Rose",NA,"thru","5","7",2
"Blue Point Toasted ","beer","Clare Rose",NA,"order","5","14",16
"Blue Point Toasted ","beer","Clare Rose",NA,"oh","5","14",27
"Blue Point Toasted ","beer","Clare Rose",NA,"thru","5","14",2
"Blue Point Toasted ","beer","Clare Rose",NA,"order","5","21",NA
"Blue Point Toasted ","beer","Clare Rose",NA,"oh","5","21",20
"Blue Point Toasted ","beer","Clare Rose",NA,"thru","5","21",7
"Blue Point Toasted ","beer","Clare Rose",NA,"order","5","28",15
"Blue Point Toasted ","beer","Clare Rose",NA,"oh","5","28",34
"Blue Point Toasted ","beer","Clare Rose",NA,"thru","5","28",1
"Blue Point Toasted ","beer","Clare Rose",NA,"order","6","4",NA
"Blue Point Toasted ","beer","Clare Rose",NA,"oh","6","4",23
"Blue Point Toasted ","beer","Clare Rose",NA,"thru","6","4",11
"Blue Point Toasted ","beer","Clare Rose",NA,"order","6","11",1
"Blue Point Toasted ","beer","Clare Rose",NA,"oh","6","11",14
"Blue Point Toasted ","beer","Clare Rose",NA,"thru","6","11",10
"Blue Point Toasted ","beer","Clare Rose",NA,"order","6","18",17
"Blue Point Toasted ","beer","Clare Rose",NA,"oh","6","18",18
"Blue Point Toasted ","beer","Clare Rose",NA,"thru","6","18",13
"Blue Point Toasted ","beer","Clare Rose",NA,"order","6","25",18
"Blue Point Toasted ","beer","Clare Rose",NA,"oh","6","25",28
"Blue Point Toasted ","beer","Clare Rose",NA,"thru","6","25",8
"Blue Point Toasted ","beer","Clare Rose",NA,"order","7","9",3
"Blue Point Toasted ","beer","Clare Rose",NA,"oh","7","9",28
"Blue Point Toasted ","beer","Clare Rose",NA,"thru","7","9",3
"Blue Point Toasted ","beer","Clare Rose",NA,"order","7","16",NA
"Blue Point Toasted ","beer","Clare Rose",NA,"oh","7","16",55
"Blue Point Toasted ","beer","Clare Rose",NA,"thru","7","16",NA
"Blue Point Toasted ","beer","Clare Rose",NA,"order","7","23",NA
"Blue Point Toasted ","beer","Clare Rose",NA,"oh","7","23",45
"Blue Point Toasted ","beer","Clare Rose",NA,"thru","7","23",10
"Blue Point Toasted ","beer","Clare Rose",NA,"order","7","30",NA
"Blue Point Toasted ","beer","Clare Rose",NA,"oh","7","30",64
"Blue Point Toasted ","beer","Clare Rose",NA,"thru","7","30",NA
"Blue Point Toasted ","beer","Clare Rose",NA,"order","8","6",0
"Blue Point Toasted ","beer","Clare Rose",NA,"oh","8","6",49
"Blue Point Toasted ","beer","Clare Rose",NA,"thru","8","6",15
"Blue Point Toasted ","beer","Clare Rose",NA,"order","8","13",NA
"Blue Point Toasted ","beer","Clare Rose",NA,"oh","8","13",37
"Blue Point Toasted ","beer","Clare Rose",NA,"thru","8","13",12
"Blue Point Toasted ","beer","Clare Rose",NA,"order","8","20",3
"Blue Point Toasted ","beer","Clare Rose",NA,"oh","8","20",24
"Blue Point Toasted ","beer","Clare Rose",NA,"thru","8","20",16
"Blue Point Toasted ","beer","Clare Rose",NA,"order","8","29",0
"Blue Point Toasted ","beer","Clare Rose",NA,"oh","8","29",10
"Blue Point Toasted ","beer","Clare Rose",NA,"thru","8","29",14
"Blue Point Toasted ","beer","Clare Rose",NA,"order","9","6",6
"Blue Point Toasted ","beer","Clare Rose",NA,"oh","9","6",1
"Blue Point Toasted ","beer","Clare Rose",NA,"thru","9","6",15
"Blue Point Toasted ","beer","Clare Rose",NA,"order","9","12",0
"Blue Point Toasted ","beer","Clare Rose",NA,"oh","9","12",3
"Blue Point Toasted ","beer","Clare Rose",NA,"thru","9","12",NA
"Blue Point Toasted ","beer","Clare Rose",NA,"order","9","26",0
"Blue Point Toasted ","beer","Clare Rose",NA,"oh","9","26",16
"Blue Point Toasted ","beer","Clare Rose",NA,"thru","9","26",NA
"Bombay Sapphire","gin","Southern",12,"oh","leftover","2022",12
"Bombay Sapphire","gin","Southern",12,"opening","order","2023",3
"Bombay Sapphire","gin","Southern",12,"oh","4","30",3
"Bombay Sapphire","gin","Southern",12,"thru","4","30",12
"Bombay Sapphire","gin","Southern",12,"order","5","7",NA
"Bombay Sapphire","gin","Southern",12,"oh","5","7",2
"Bombay Sapphire","gin","Southern",12,"thru","5","7",1
"Bombay Sapphire","gin","Southern",12,"order","5","14",NA
"Bombay Sapphire","gin","Southern",12,"oh","5","14",1
"Bombay Sapphire","gin","Southern",12,"thru","5","14",1
"Bombay Sapphire","gin","Southern",12,"order","5","21",2
"Bombay Sapphire","gin","Southern",12,"oh","5","21",5
"Bombay Sapphire","gin","Southern",12,"thru","5","21",NA
"Bombay Sapphire","gin","Southern",12,"order","5","28",NA
"Bombay Sapphire","gin","Southern",12,"oh","5","28",1
"Bombay Sapphire","gin","Southern",12,"thru","5","28",4
"Bombay Sapphire","gin","Southern",12,"order","6","4",NA
"Bombay Sapphire","gin","Southern",12,"oh","6","4",14
"Bombay Sapphire","gin","Southern",12,"thru","6","4",NA
"Bombay Sapphire","gin","Southern",12,"order","6","11",1
"Bombay Sapphire","gin","Southern",12,"oh","6","11",15
"Bombay Sapphire","gin","Southern",12,"thru","6","11",0
"Bombay Sapphire","gin","Southern",12,"order","6","18",NA
"Bombay Sapphire","gin","Southern",12,"oh","6","18",14
"Bombay Sapphire","gin","Southern",12,"thru","6","18",1
