Category,Company,$,Item,Case,OH (2023 left over),2024 Opening Order,OH (4/29),Thru,Order,OH (5/6),Thru,Order,OH (5/13),Thru,Order,OH (5/20),Thru,Order,OH (5/28),Thru,Order,OH (6/3),Thru,Order,OH (6/10),Thru,Order,OH (6/17),Thru,Order,OH (6/24),Thru,Order,OH (7/01),Thru ,Order,OH (7/8),Thru,Order,OH (7/15),Thru,Order,OH (7/22),Thru,Order,OH (7/29),Thru,Order,OH (8/5),THRU,Order,OH (8/12),THRU,Order,OH (8/19),THRU,Order,OH (8/26),THRU,Order,OH Bodega/Walk-In (9/3),OH AT BARS,On Hand Total,THRU ,Order,OH Bodega/Walk-In (9/9),OH AT BARS(9/9),On Hand Total,Actual THRU,Order,OH Bodega/Walk-In (9/16),OH AT BARS(9/16),On Hand Total,Actual THRU,Order,OH Bodega/Walk-In (9/23),OH AT BARS(9/23),On Hand Total,Actual THRU,Order,OH Bodega/Walk-In (10/1),OH AT BARS(10/1),On Hand Total,Actual THRU,Order,OH Bodega/Walk-In (10/7),OH AT BARS(10/7),On Hand Total,Actual THRU,Order,OH Bodega/Walk-In (10/14),OH AT BARS(10/14),MICHELLE TOOK TO CRAB,On Hand Total,Actual THRU
,Empire,12,Deep Eddy Sweet Tea,12,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,Empire,,Deep Eddy Peach,12,Hidden,Hidden,Hidden,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,,Hidden,Hidden
,Empire,,Deep Eddy Lemon,12,Hidden,Hidden,Hidden,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,,Hidden,Hidden
,Empire,,Deep Eddy Orange,12,Hidden,Hidden,Hidden,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,,Hidden,Hidden
,Empire,,Deep Eddy Lime,12,Hidden,Hidden,Hidden,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,,Hidden,Hidden
,Empire,,Three Olives - For Kenny (Island View),6,Hidden,Hidden,Hidden,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,,Hidden,Hidden
,Empire,,Pink Whitney,12,Hidden,Hidden,Hidden,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,,Hidden,Hidden
,Empire,**********,New Amsterdam Passionfruit ,12,,,,,,,,,,,,,,,,,,,,,Hidden,,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hidden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,,Hidden,Hidden
Gin,Southern,14,Beefeater,12,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,Southern,14,Bombay Sapphire,12,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,Southern,14,Tanqueray,12,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,Hidden
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hidden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,,Hidden,Hidden
Rum,Southern,12,Malibu,12,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden
,Southern,,Malibu Mango,12,Hidden,Hidden,Hidden,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,,Hidden,Hidden
,Southern,,Malibu Pineapple,12,Hidden,Hidden,Hidden,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,,Hidden,Hidden
,Southern,,Malibu Watermelon,12,,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,,Hidden,Hidden
,Southern,12,Captain Morgan,12,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden
,Southern,,Cruzan Raspberry,12,Hidden,Hidden,Hidden,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,,Hidden,Hidden
,Southern,,Cruzan Vanilla,12,Hidden,Hidden,Hidden,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,,Hidden,Hidden
,Southern,,Cruzan Citrus * Use for bic. limon,12,Hidden,Hidden,Hidden,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,,Hidden,Hidden
,Southern,12,Bacardi,12,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden
,Southern,12,Bacardi Limon,12,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden
,Southern,,Bicardi Lime,12,,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,,Hidden,Hidden
,Southern,,151 (goslings or cruzan rico bay),12,,,,,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,,Hidden,Hidden
,Southern,14,Mt. Gay,12,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,Empire,12,Meyers,12,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,,,Cayrum,,Hidden,Hidden,Hidden,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,,Hidden,Hidden
,Southern,14,Bumbu Rum,6,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,Empire,12,151 Rum,12,,,,,,,,,,,,,,,,,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hidden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,,Hidden,Hidden
Tequila,Empire,12,Jose Cuervo Gold,12,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,Southern,,Don Julio,6,Hidden,Hidden,Hidden,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,,Hidden,Hidden
,Southern,14,Patron,12,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,Hidden
,Empire,14,Milagro,6,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,Southern,,Avion,6,Hidden,Hidden,Hidden,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,,Hidden,Hidden
,Empire,14,1800 Tequila,6,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,Empire,14,1800 Coconut Tequila,6,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,Southern,14,Casamigos Blanco,6,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,Southern,14,CasamigAs Jalapeño,6,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
,Southern,,818 blanco,6,Hidden,Hidden,Hidden,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,,Hidden,Hidden
,Southern,,818 repasado,6,Hidden,Hidden,Hidden,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,,Hidden,Hidden
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hidden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,Hidden,Hidden,,,,,Hidden,Hidden
Jeffersons,Southern,14,Jefferson* Cigar Dinner - $34,6,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,Hidden,Hidden,,Hidden,,,Hidden,Hidden
